Subúrbio,Endereço,Salas,Tipo,Distância,Código Postal,Quartos,Banheiros,Garagem,Tamanho do Terreno,Área Construída,Ano de Construção,Latitude,Longitude,Quantidade de Imóveis na Região,Preço,Preço Previsto LightGBM,Erro Percentual
Bentleigh,99 Patterson Rd,4,Casa,13.0,3204.0,4.0,1.0,2.0,580.0,,,-37.9263,145.0422,6795.0,"$1,380,000.00","$1,388,740.68",0.63%
Bentleigh,17 Smith St,6,Casa,13.0,3204.0,6.0,3.0,2.0,708.0,275.0,1988.0,-37.9181,145.044,6795.0,"$1,900,000.00","$1,845,945.83",2.84%
Bentleigh,21 Bruce St,3,Casa,13.0,3204.0,2.0,2.0,2.0,572.0,150.0,1930.0,-37.9148,145.0404,6795.0,"$1,535,000.00","$1,454,121.85",5.27%
Bentleigh,34b Daley St,3,Terreno,13.0,3204.0,,,,,,,,,6795.0,"$1,450,000.00","$1,127,268.73",22.26%
Bentleigh,72 Daley St,4,Casa,13.0,3204.0,3.0,1.0,5.0,594.0,150.0,1940.0,-37.9206,145.0383,6795.0,"$1,281,000.00","$1,602,801.41",25.12%
Bentleigh,15a Dickens St,3,Apartamento,13.0,3204.0,3.0,2.0,2.0,292.0,,,-37.9273,145.0324,6795.0,"$1,096,000.00","$1,035,931.84",5.48%
Bentleigh,22 Hutchinson St,5,Casa,13.0,3204.0,5.0,2.0,2.0,664.0,178.0,1950.0,-37.9241,145.048,6795.0,"$1,385,000.00","$1,696,985.83",22.53%
Bentleigh,8/187 Tucker Rd,3,Apartamento,13.0,3204.0,3.0,1.0,1.0,0.0,,1970.0,-37.9178,145.0511,6795.0,"$517,500.00","$814,429.43",57.38%
Bentleigh,63 Tucker Rd,4,Terreno,13.0,3204.0,4.0,2.0,2.0,345.0,,,-37.9291,145.0491,6795.0,"$1,245,000.00","$1,278,519.26",2.69%
Bentleigh,11 Vunabere Av,4,Casa,13.0,3204.0,,,,,,,,,6795.0,"$1,330,000.00","$1,575,832.90",18.48%
Bentleigh,5/9 Whitmuir Rd,2,Apartamento,13.0,3204.0,2.0,1.0,1.0,0.0,,1960.0,-37.9159,145.0285,6795.0,"$503,000.00","$576,789.17",14.67%
Bentleigh,11 Wilson St,4,Casa,13.0,3204.0,4.0,4.0,2.0,579.0,361.0,2012.0,-37.9155,145.0243,6795.0,"$2,620,000.00","$2,228,348.15",14.95%
Bentleigh,2/1 Marion St,2,Apartamento,13.0,3204.0,2.0,1.0,1.0,192.0,,,-37.9193,145.0484,6795.0,"$760,000.00","$667,653.85",12.15%
Bentleigh,6/25 Vickery St,2,Apartamento,13.0,3204.0,2.0,1.0,1.0,0.0,,1968.0,-37.9159,145.039,6795.0,"$405,000.00","$577,805.59",42.67%
Bentleigh East,18 Mervin St,2,Casa,13.9,3165.0,2.0,1.0,2.0,768.0,,,-37.9305,145.0547,10969.0,"$1,410,000.00","$1,460,736.00",3.60%
Bentleigh East,21b Northam Rd,3,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$990,000.00","$1,080,702.51",9.16%
Bentleigh East,68 Pasadena Cr,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,057,000.00","$1,176,951.94",11.35%
Bentleigh East,1/69 Purtell St,3,Terreno,13.9,3165.0,3.0,1.0,2.0,287.0,,,-37.9261,145.0566,10969.0,"$760,000.00","$818,101.02",7.64%
Bentleigh East,30 Veronica St,2,Casa,13.9,3165.0,2.0,2.0,1.0,176.0,125.0,2008.0,-37.9237,145.0763,10969.0,"$825,000.00","$733,479.86",11.09%
Bentleigh East,2a Bessie St,2,Apartamento,13.9,3165.0,2.0,1.0,2.0,281.0,95.0,2002.0,-37.9255,145.0796,10969.0,"$746,000.00","$598,569.06",19.76%
Bentleigh East,30a Chesterville Dr,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,250,000.00","$1,135,228.26",9.18%
Bentleigh East,14a Daphne St,1,Apartamento,13.9,3165.0,1.0,1.0,1.0,105.0,,,-37.9181,145.0586,10969.0,"$580,000.00","$389,251.88",32.89%
Bentleigh East,3/3 Dega Av,3,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$913,788.00","$1,071,176.33",17.22%
Bentleigh East,19 Denver St,5,Casa,13.9,3165.0,5.0,2.0,2.0,683.0,190.0,1960.0,-37.9333,145.0602,10969.0,"$1,275,000.00","$1,408,146.87",10.44%
Bentleigh East,7a Dover St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,200,000.00","$1,220,825.06",1.74%
Bentleigh East,96 Paloma St,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$515,000.00","$1,334,978.30",159.22%
Bentleigh East,93 Parkmore Rd,3,Casa,13.9,3165.0,3.0,1.0,2.0,603.0,,,-37.9155,145.0723,10969.0,"$1,206,000.00","$1,121,471.11",7.01%
Bentleigh East,33 Pasadena Cr,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$950,000.00","$1,250,331.01",31.61%
Bentleigh East,1/9 Francesco St,3,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$775,000.00","$1,080,702.51",39.45%
Bentleigh East,14B Boronia St,3,Terreno,13.9,3165.0,3.0,2.0,2.0,297.0,,,-37.9135,145.0774,10969.0,"$1,115,000.00","$1,036,176.61",7.07%
Bentleigh East,76 Castlewood St,4,Casa,13.9,3165.0,4.0,2.0,3.0,591.0,,,-37.9166,145.0719,10969.0,"$1,190,000.00","$1,320,592.70",10.97%
Bentleigh East,38 Edinburgh St,4,Casa,13.9,3165.0,4.0,2.0,1.0,0.0,,,-37.9174,145.0717,10969.0,"$1,270,000.00","$1,135,055.47",10.63%
Bentleigh East,1/41 Elizabeth St,3,Apartamento,13.9,3165.0,3.0,2.0,2.0,384.0,120.0,1999.0,-37.9229,145.0557,10969.0,"$1,025,000.00","$1,008,055.59",1.65%
Bentleigh East,2/61 Lahona Av,2,Apartamento,13.9,3165.0,,,,,,,,,10969.0,"$737,500.00","$664,456.93",9.90%
Bentleigh East,6/12 Neville St,3,Apartamento,13.9,3165.0,3.0,2.0,1.0,258.0,,,-37.9244,145.0547,10969.0,"$740,000.00","$833,062.14",12.58%
Bentleigh East,27 Neville St,4,Casa,13.9,3165.0,4.0,2.0,4.0,601.0,,,-37.9234,145.0533,10969.0,"$1,960,000.00","$1,476,795.47",24.65%
Bentleigh East,2a Rae St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,000,000.00","$1,135,228.26",13.52%
Bentleigh East,2/48 Abbin Av,2,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$742,000.00","$796,105.58",7.29%
Bentleigh East,2/25 Birdwood St,2,Apartamento,13.9,3165.0,2.0,1.0,1.0,76.0,79.0,1980.0,-37.91,145.0842,10969.0,"$495,000.00","$539,751.98",9.04%
Bentleigh East,8a Bray Ct,2,Apartamento,13.9,3165.0,2.0,1.0,1.0,145.0,,,-37.9193,145.0659,10969.0,"$570,000.00","$576,449.63",1.13%
Bentleigh East,24 Brooks St,4,Casa,13.9,3165.0,3.0,2.0,2.0,585.0,178.0,1950.0,-37.9167,145.0771,10969.0,"$1,220,000.00","$1,293,414.01",6.02%
Bentleigh East,13 Claronga St,3,Casa,13.9,3165.0,3.0,1.0,2.0,565.0,110.0,1950.0,-37.9262,145.0808,10969.0,"$885,000.00","$1,033,245.69",16.75%
Bentleigh East,17a Edinburgh St,3,Terreno,13.9,3165.0,0.0,2.0,2.0,292.0,141.0,2012.0,-37.9168,145.069,10969.0,"$830,000.00","$945,449.13",13.91%
Bentleigh East,49 Gowrie St,4,Casa,13.9,3165.0,4.0,1.0,2.0,696.0,,,-37.9157,145.0802,10969.0,"$1,137,500.00","$1,327,459.06",16.70%
Bentleigh East,1 Konrad St,4,Casa,13.9,3165.0,4.0,2.0,2.0,633.0,,1975.0,-37.9272,145.0644,10969.0,"$1,100,000.00","$1,294,886.80",17.72%
Bentleigh East,39 Lesden St,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,020,000.00","$1,176,951.94",15.39%
Bentleigh East,19 Kurrajong St,3,Casa,13.9,3165.0,3.0,2.0,2.0,598.0,,1970.0,-37.9132,145.0782,10969.0,"$1,040,000.00","$1,068,426.90",2.73%
Bentleigh East,34b Lesden St,4,Terreno,13.9,3165.0,3.0,3.0,2.0,291.0,222.0,2014.0,-37.9347,145.0546,10969.0,"$1,210,000.00","$1,220,806.78",0.89%
Bentleigh East,7a Melva St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,370,000.00","$1,220,825.06",10.89%
Bentleigh East,59 Tambet St,4,Terreno,13.9,3165.0,3.0,2.0,2.0,321.0,180.0,2006.0,-37.914,145.0714,10969.0,"$1,160,000.00","$1,160,911.52",0.08%
Bentleigh East,24 Barrani St,3,Casa,13.9,3165.0,3.0,2.0,3.0,730.0,110.0,1970.0,-37.9119,145.0705,10969.0,"$1,215,000.00","$1,285,751.69",5.82%
Bentleigh East,71 Bignell Rd,4,Casa,13.9,3165.0,4.0,2.0,2.0,619.0,191.0,1960.0,-37.9358,145.0688,10969.0,"$1,200,000.00","$1,167,493.19",2.71%
Bentleigh East,96 Brady Rd,3,Casa,13.9,3165.0,3.0,2.0,2.0,627.0,140.0,1950.0,-37.9284,145.0668,10969.0,"$1,050,000.00","$1,110,313.33",5.74%
Bentleigh East,25 Connie St,5,Casa,13.9,3165.0,5.0,2.0,4.0,618.0,146.0,1950.0,-37.9209,145.0757,10969.0,"$950,000.00","$1,224,687.99",28.91%
Bentleigh East,9/7 Derry St,2,Apartamento,13.9,3165.0,3.0,2.0,1.0,0.0,78.0,1970.0,-37.9212,145.0674,10969.0,"$380,000.00","$507,893.95",33.66%
Bentleigh East,3/32 Elizabeth St,2,Casa,13.9,3165.0,2.0,1.0,1.0,169.0,87.0,,-37.9232,145.0537,10969.0,"$689,000.00","$842,331.54",22.25%
Bentleigh East,33 Molden St,3,Casa,13.9,3165.0,3.0,2.0,2.0,653.0,,,-37.9069,145.0568,10969.0,"$1,400,000.00","$1,235,835.47",11.73%
Bentleigh East,20 Normdale Rd,3,Casa,13.9,3165.0,3.0,1.0,4.0,574.0,,,-37.9309,145.0685,10969.0,"$965,000.00","$1,033,962.24",7.15%
Bentleigh East,38 Northam Rd,3,Casa,13.9,3165.0,3.0,2.0,2.0,610.0,177.0,1970.0,-37.9231,145.066,10969.0,"$1,338,000.00","$1,153,369.31",13.80%
Bentleigh East,102b Parkmore Rd,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,200,000.00","$1,220,825.06",1.74%
Bentleigh East,48a Purtell St,3,Terreno,13.9,3165.0,3.0,2.0,1.0,353.0,,,-37.9262,145.055,10969.0,"$800,000.00","$997,684.02",24.71%
Bentleigh East,1/6 Richard St,2,Apartamento,13.9,3165.0,2.0,1.0,1.0,265.0,150.0,1960.0,-37.9223,145.0747,10969.0,"$651,000.00","$591,412.45",9.15%
Bentleigh East,12 Rudyard St,3,Casa,13.9,3165.0,3.0,1.0,3.0,583.0,,1955.0,-37.9272,145.0804,10969.0,"$920,000.00","$944,663.97",2.68%
Bentleigh East,3 Veronica St,3,Casa,13.9,3165.0,4.0,2.0,2.0,590.0,118.0,1960.0,-37.9256,145.0757,10969.0,"$1,390,000.00","$1,110,466.35",20.11%
Bentleigh East,7 Abbin Av,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,300,000.00","$1,176,951.94",9.47%
Bentleigh East,10b Alexander St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,280,000.00","$1,220,825.06",4.62%
Bentleigh East,202/24 Becket Av,2,Apartamento,13.9,3165.0,,,,,,,,,10969.0,"$420,000.00","$573,248.43",36.49%
Bentleigh East,2/12 Blenheim St,2,Apartamento,13.9,3165.0,2.0,1.0,1.0,96.0,,,-37.9102,145.0709,10969.0,"$495,000.00","$526,769.47",6.42%
Bentleigh East,30b Chesterville Dr,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,357,500.00","$1,220,825.06",10.07%
Bentleigh East,4/19 Gray St,1,Apartamento,13.9,3165.0,1.0,1.0,1.0,0.0,,1970.0,-37.9205,145.0528,10969.0,"$370,000.00","$249,672.85",32.52%
Bentleigh East,4 Tambet St,3,Casa,13.9,3165.0,3.0,1.0,2.0,578.0,163.0,1955.0,-37.9186,145.0709,10969.0,"$1,100,000.00","$1,087,019.19",1.18%
Bentleigh East,109 Victor Rd,4,Casa,13.9,3165.0,4.0,2.0,4.0,653.0,,,-37.9244,145.0792,10969.0,"$1,100,000.00","$1,334,747.37",21.34%
Bentleigh East,7 Wallace St,3,Casa,13.9,3165.0,0.0,1.0,2.0,818.0,,,-37.9241,145.0539,10969.0,"$1,355,000.00","$1,467,019.79",8.27%
Bentleigh East,21 Wards Gr,4,Casa,13.9,3165.0,4.0,1.0,1.0,636.0,138.0,1940.0,-37.925,145.0612,10969.0,"$1,206,000.00","$1,256,097.72",4.15%
Bentleigh East,2/3 Wonga Ct,2,Terreno,13.9,3165.0,2.0,1.0,1.0,0.0,75.0,1960.0,-37.9082,145.0681,10969.0,"$486,500.00","$579,634.28",19.14%
Bentleigh East,26 Boronia St,2,Casa,13.9,3165.0,3.0,1.0,1.0,597.0,,,-37.9126,145.0776,10969.0,"$1,010,000.00","$1,049,506.52",3.91%
Bentleigh East,1/57 Latham St,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$597,000.00","$1,176,951.94",97.14%
Bentleigh East,69b Latham St,3,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,205,000.00","$1,080,702.51",10.32%
Bentleigh East,16 Leigh St,3,Casa,13.9,3165.0,3.0,1.0,1.0,583.0,,,-37.9312,145.0795,10969.0,"$899,000.00","$1,034,924.70",15.12%
Bentleigh East,23b Moylan St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,375,000.00","$1,220,825.06",11.21%
Bentleigh East,87 Parkmore Rd,4,Casa,13.9,3165.0,4.0,2.0,2.0,604.0,177.0,1970.0,-37.9153,145.0707,10969.0,"$1,415,000.00","$1,340,781.66",5.25%
Bentleigh East,1A Brian St,4,Terreno,13.9,3165.0,4.0,2.0,2.0,305.0,207.0,2012.0,-37.9245,145.0507,10969.0,"$1,185,000.00","$1,172,871.48",1.02%
Bentleigh East,13 Brooks St,4,Terreno,13.9,3165.0,4.0,3.0,1.0,313.0,166.0,1960.0,-37.9164,145.0765,10969.0,"$1,060,000.00","$1,149,397.10",8.43%
Bentleigh East,4/738 Centre Rd,2,Apartamento,13.9,3165.0,2.0,1.0,2.0,212.0,,,-37.9218,145.0607,10969.0,"$716,000.00","$655,018.79",8.52%
Bentleigh East,8 Larman St,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,302,500.00","$1,172,691.76",9.97%
Bentleigh East,18 May St,3,Casa,13.9,3165.0,3.0,1.0,1.0,581.0,,,-37.9177,145.0535,10969.0,"$1,550,000.00","$1,243,491.92",19.77%
Bentleigh East,9A Murrong Av,3,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,279,000.00","$1,080,702.51",15.50%
Bentleigh East,1098 North Rd,3,Casa,13.9,3165.0,3.0,2.0,2.0,697.0,,,-37.9092,145.0813,10969.0,"$840,000.00","$1,203,857.65",43.32%
Bentleigh East,106 Parkmore Rd,3,Casa,13.9,3165.0,3.0,1.0,4.0,612.0,,,-37.9159,145.0733,10969.0,"$1,110,000.00","$1,145,229.74",3.17%
Bentleigh East,77b Stockdale Av,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,150,000.00","$1,135,228.26",1.28%
Bentleigh East,8 Tambet St,3,Casa,13.9,3165.0,3.0,1.0,2.0,584.0,,,-37.9183,145.071,10969.0,"$1,106,000.00","$1,094,145.52",1.07%
Bentleigh East,29A Dromana Av,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$850,000.00","$1,135,228.26",33.56%
Bentleigh East,25 Magnolia Av,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,130,000.00","$1,334,978.30",18.14%
Bentleigh East,77b Stockdale Av,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,235,000.00","$1,206,360.73",2.32%
Bentleigh East,3a Bellevue Rd,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,250,000.00","$1,220,825.06",2.33%
Bentleigh East,41 Bradford St,3,Casa,13.9,3165.0,3.0,2.0,2.0,295.0,145.0,1998.0,-37.9239,145.0781,10969.0,"$845,000.00","$899,594.29",6.46%
Bentleigh East,2/41 Elizabeth St,3,Terreno,13.9,3165.0,3.0,2.0,1.0,254.0,117.0,1995.0,-37.9227,145.0558,10969.0,"$860,000.00","$892,870.03",3.82%
Bentleigh East,40 Kennedy St,3,Casa,13.9,3165.0,3.0,1.0,1.0,747.0,,,-37.9198,145.0791,10969.0,"$1,208,000.00","$1,348,795.69",11.66%
Bentleigh East,12 Larman St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$950,000.00","$1,135,228.26",19.50%
Bentleigh East,5b MacKie Rd,3,Terreno,13.9,3165.0,3.0,2.0,2.0,167.0,140.0,2009.0,-37.9219,145.0733,10969.0,"$921,000.00","$878,692.07",4.59%
Bentleigh East,13 Norville St,3,Casa,13.9,3165.0,3.0,1.0,1.0,732.0,,,-37.9334,145.0667,10969.0,"$1,165,000.00","$1,131,008.03",2.92%
Bentleigh East,37 Orange St,3,Casa,13.9,3165.0,3.0,1.0,2.0,694.0,,,-37.9174,145.0779,10969.0,"$1,270,000.00","$1,193,138.06",6.05%
Bentleigh East,36 Pasadena Cr,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,235,000.00","$1,334,978.30",8.10%
Bentleigh East,1/112 Tambet St,2,Casa,13.9,3165.0,2.0,1.0,1.0,300.0,135.0,1960.0,-37.9099,145.0726,10969.0,"$742,500.00","$877,667.52",18.20%
Bentleigh East,25 Thornton St,3,Casa,13.9,3165.0,3.0,2.0,2.0,578.0,120.0,1950.0,-37.9303,145.0805,10969.0,"$920,000.00","$980,490.01",6.58%
Bentleigh East,75a Waratah St,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,100,000.00","$1,135,228.26",3.20%
Bentleigh East,23 Wolai Av,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,160,000.00","$1,135,228.26",2.14%
Bentleigh East,53 Purtell St,3,Casa,13.9,3165.0,3.0,2.0,4.0,684.0,,,-37.926,145.0551,10969.0,"$1,307,000.00","$1,373,362.95",5.08%
Bentleigh East,33 Schulz St,4,Casa,13.9,3165.0,4.0,1.0,2.0,658.0,112.0,,-37.9343,145.0607,10969.0,"$1,010,000.00","$1,250,263.90",23.79%
Bentleigh East,12 Tambet St,2,Casa,13.9,3165.0,2.0,1.0,1.0,591.0,102.0,1960.0,-37.9179,145.071,10969.0,"$702,000.00","$932,798.86",32.88%
Bentleigh East,1/93 Tambet St,2,Casa,13.9,3165.0,2.0,1.0,1.0,306.0,,,-37.9111,145.072,10969.0,"$813,000.00","$913,884.44",12.41%
Bentleigh East,2/15 Liverpool St,3,Terreno,13.9,3165.0,3.0,2.0,1.0,268.0,117.0,2000.0,-37.9196,145.0691,10969.0,"$805,000.00","$971,463.83",20.68%
Bentleigh East,47 MacKie Rd,3,Casa,13.9,3165.0,2.0,1.0,3.0,660.0,,,-37.9173,145.0742,10969.0,"$880,000.00","$1,071,090.77",21.71%
Bentleigh East,23 Yarraburn Cl,4,Casa,13.9,3165.0,4.0,2.0,1.0,274.0,190.0,2004.0,-37.9257,145.0735,10969.0,"$1,100,000.00","$982,713.22",10.66%
Bentleigh East,14 Vasey St,3,Casa,13.9,3165.0,3.0,2.0,4.0,710.0,,,-37.9348,145.0634,10969.0,"$1,085,000.00","$1,164,307.09",7.31%
Bentleigh East,1a Wamba Rd,4,Terreno,13.9,3165.0,,,,,,,,,10969.0,"$1,325,000.00","$1,220,825.06",7.86%
Bentleigh East,32a Argyle St,3,Terreno,13.9,3165.0,3.0,2.0,1.0,343.0,,,-37.9112,145.0738,10969.0,"$920,000.00","$1,022,707.95",11.16%
Bentleigh East,12 Barrani St,3,Casa,13.9,3165.0,3.0,1.0,4.0,726.0,131.0,1950.0,-37.9117,145.0695,10969.0,"$1,050,000.00","$1,214,450.22",15.66%
Bentleigh East,45 Browns Rd,3,Casa,13.9,3165.0,3.0,1.0,2.0,841.0,,,-37.9217,145.056,10969.0,"$1,560,000.00","$1,501,968.04",3.72%
Bentleigh East,69a Deakin St,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,000,000.00","$1,081,245.26",8.12%
Bentleigh East,25 Glover St,4,Casa,13.9,3165.0,4.0,2.0,2.0,601.0,,,-37.9278,145.081,10969.0,"$800,000.00","$1,070,837.29",33.85%
Bentleigh East,21 Highview Rd,2,Casa,13.9,3165.0,2.0,2.0,1.0,201.0,79.0,2005.0,-37.9293,145.0657,10969.0,"$722,000.00","$845,065.57",17.05%
Bentleigh East,18 Normanby Rd,3,Casa,13.9,3165.0,3.0,1.0,2.0,588.0,133.0,1960.0,-37.9286,145.069,10969.0,"$930,000.00","$1,033,933.46",11.18%
Bentleigh East,6/48 Pasadena Cr,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$780,000.00","$1,176,951.94",50.89%
Bentleigh East,93 Tudor St,3,Casa,13.9,3165.0,3.0,2.0,1.0,291.0,119.0,2000.0,-37.919,145.0829,10969.0,"$921,000.00","$912,272.26",0.95%
Bentleigh East,23 York St,4,Casa,13.9,3165.0,3.0,1.0,2.0,610.0,160.0,1950.0,-37.9193,145.0691,10969.0,"$1,035,000.00","$1,119,686.18",8.18%
Bentleigh East,2/34 Adrian St,3,Apartamento,13.9,3165.0,3.0,2.0,1.0,228.0,,1996.0,-37.9329,145.0617,10969.0,"$720,000.00","$804,720.39",11.77%
Bentleigh East,18 Dega Av,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,108,000.00","$1,334,978.30",20.49%
Bentleigh East,20 Elizabeth St,3,Casa,13.9,3165.0,3.0,1.0,2.0,618.0,,,-37.9228,145.0527,10969.0,"$1,185,000.00","$1,250,359.90",5.52%
Bentleigh East,7 England St,4,Casa,13.9,3165.0,4.0,2.0,2.0,618.0,196.0,1950.0,-37.9252,145.0562,10969.0,"$1,352,000.00","$1,403,262.07",3.79%
Bentleigh East,11b Lilac St,4,Terreno,13.9,3165.0,4.0,2.0,2.0,296.0,205.0,2006.0,-37.9197,145.057,10969.0,"$1,005,000.00","$1,179,432.47",17.36%
Bentleigh East,53 Molden St,2,Apartamento,13.9,3165.0,2.0,1.0,2.0,282.0,,,-37.9073,145.0599,10969.0,"$761,000.00","$676,164.31",11.15%
Bentleigh East,790 North Rd,5,Casa,13.9,3165.0,4.0,2.0,2.0,659.0,315.0,1930.0,-37.906,145.0547,10969.0,"$1,600,000.00","$1,515,091.17",5.31%
Bentleigh East,2/95 Victor Rd,2,Apartamento,13.9,3165.0,,,,,,,,,10969.0,"$765,000.00","$664,456.93",13.14%
Bentleigh East,26 Almurta Rd,3,Casa,13.9,3165.0,3.0,1.0,1.0,721.0,120.0,1970.0,-37.9244,145.0665,10969.0,"$1,200,000.00","$1,192,561.49",0.62%
Bentleigh East,29 Beddoe Av,5,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,260,000.00","$1,452,215.88",15.26%
Bentleigh East,1/57 Brooks St,3,Casa,13.9,3165.0,3.0,2.0,2.0,421.0,126.0,1950.0,-37.9168,145.0809,10969.0,"$780,000.00","$938,995.79",20.38%
Bentleigh East,48a Celia St,4,Terreno,13.9,3165.0,4.0,2.0,2.0,314.0,231.0,2010.0,-37.9299,145.0598,10969.0,"$1,250,000.00","$1,053,352.63",15.73%
Bentleigh East,30 Chauvel St,3,Casa,13.9,3165.0,3.0,2.0,1.0,337.0,,,-37.9115,145.0844,10969.0,"$750,000.00","$876,433.61",16.86%
Bentleigh East,36 Kennedy St,3,Casa,13.9,3165.0,3.0,1.0,4.0,746.0,,,-37.9198,145.0787,10969.0,"$1,300,000.00","$1,305,052.39",0.39%
Bentleigh East,5 Kennedy St,5,Casa,13.9,3165.0,5.0,2.0,2.0,729.0,,,-37.9191,145.075,10969.0,"$1,475,000.00","$1,435,947.50",2.65%
Bentleigh East,8 Leo St,4,Casa,13.9,3165.0,4.0,2.0,2.0,583.0,176.0,1960.0,-37.9262,145.0624,10969.0,"$1,110,000.00","$1,248,130.42",12.44%
Bentleigh East,42 Marlborough St,2,Apartamento,13.9,3165.0,2.0,2.0,1.0,362.0,,,-37.9149,145.0676,10969.0,"$835,000.00","$682,185.15",18.30%
Bentleigh East,11 Moylan St,4,Casa,13.9,3165.0,4.0,2.0,2.0,700.0,165.0,1950.0,-37.9117,145.0534,10969.0,"$1,690,000.00","$1,639,440.41",2.99%
Bentleigh East,42 Paloma St,3,Apartamento,13.9,3165.0,3.0,3.0,1.0,391.0,122.0,1950.0,-37.9149,145.0788,10969.0,"$791,000.00","$1,065,799.12",34.74%
Bentleigh East,601 South Rd,3,Casa,13.9,3165.0,3.0,1.0,3.0,780.0,140.0,1940.0,-37.9347,145.0507,10969.0,"$900,000.00","$1,131,787.70",25.75%
Bentleigh East,1/51 Valkstone St,3,Casa,13.9,3165.0,4.0,2.0,2.0,337.0,,2010.0,-37.9144,145.0582,10969.0,"$1,189,000.00","$1,090,734.29",8.26%
Bentleigh East,75 Victor Rd,3,Terreno,13.9,3165.0,3.0,1.0,1.0,642.0,,,-37.9269,145.0787,10969.0,"$825,000.00","$894,844.71",8.47%
Bentleigh East,2/11 Francesco St,3,Terreno,13.9,3165.0,3.0,2.0,2.0,327.0,,,-37.9195,145.0555,10969.0,"$1,030,000.00","$1,063,777.07",3.28%
Bentleigh East,2/40 Francesco St,3,Terreno,13.9,3165.0,3.0,2.0,2.0,267.0,156.0,2000.0,-37.9176,145.0566,10969.0,"$970,000.00","$1,056,929.20",8.96%
Bentleigh East,16 Greenview Ct,3,Casa,13.9,3165.0,3.0,1.0,2.0,580.0,,,-37.9369,145.0751,10969.0,"$930,000.00","$1,017,043.28",9.36%
Bentleigh East,5 Malane St,4,Casa,13.9,3165.0,4.0,2.0,2.0,640.0,,,-37.9198,145.0545,10969.0,"$1,510,000.00","$1,470,416.10",2.62%
Bentleigh East,2/1 Mervin St,3,Terreno,13.9,3165.0,3.0,2.0,2.0,518.0,,,-37.9316,145.0542,10969.0,"$1,240,000.00","$1,072,888.81",13.48%
Bentleigh East,1002 North Rd,3,Casa,13.9,3165.0,3.0,2.0,2.0,213.0,143.0,2003.0,-37.9079,145.0707,10969.0,"$823,000.00","$823,811.91",0.10%
Bentleigh East,27 Parkmore Rd,4,Casa,13.9,3165.0,4.0,2.0,2.0,606.0,,,-37.9147,145.0645,10969.0,"$1,310,000.00","$1,372,267.70",4.75%
Bentleigh East,24 Pasadena Cr,4,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,270,000.00","$1,250,331.01",1.55%
Bentleigh East,71 Victor Rd,4,Casa,13.9,3165.0,4.0,2.0,2.0,674.0,,,-37.9272,145.0786,10969.0,"$1,475,000.00","$1,283,488.40",12.98%
Bentleigh East,40 Waratah St,4,Terreno,13.9,3165.0,4.0,2.0,1.0,450.0,,1940.0,-37.9133,145.0837,10969.0,"$950,000.00","$1,064,678.04",12.07%
Bentleigh East,1/38 Kennedy St,4,Terreno,13.9,3165.0,4.0,2.0,1.0,316.0,190.0,2010.0,-37.9198,145.0789,10969.0,"$1,045,000.00","$1,062,562.44",1.68%
Bentleigh East,75 Latham St,3,Apartamento,13.9,3165.0,,,,,,,,,10969.0,"$1,131,000.00","$1,000,076.09",11.58%
Bentleigh East,19 Ludwell Cr,3,Casa,13.9,3165.0,,,,,,,,,10969.0,"$1,000,000.00","$1,176,951.94",17.70%
